1.000000, 0.999897, 0.999879, 0.999860, 0.999843, 0.999825, 0.999808, 0.999791, 0.999775, 0.999759, 0.999744, 0.999728, 0.999714, 0.999699, 0.999685, 0.999671, 0.999657, 0.999644, 0.999631, 0.999618, 0.999605, 0.999593, 0.999581, 0.999569, 0.999557, 0.999546, 0.999534, 0.999523, 0.999513, 0.999502, 0.999492, 0.999481, 0.999471, 0.999461, 0.999452, 0.999442, 0.999433, 0.999424, 0.999415, 0.999406, 0.999397, 0.999388, 0.999380, 0.999371, 0.999363, 0.999355, 0.999347, 0.999339, 0.999332, 0.999324, 0.999317, 0.999309, 0.999302, 0.999295, 0.999288, 0.999281, 0.999274, 0.999267, 0.999261, 0.999254, 0.999248, 0.999242, 0.999235, 0.999229, 0.999223, 0.999217, 0.999211, 0.999205, 0.999199, 0.999194, 0.999188, 0.999183, 0.999177, 0.999172, 0.999166, 0.999161, 0.999156, 0.999151, 0.999146, 0.999141, 0.999136, 0.999131, 0.999126, 0.999121, 0.999117, 0.999112, 0.999108, 0.999103, 0.999099, 0.999094, 0.999090, 0.999085, 0.999081, 0.999077, 0.999073, 0.999069, 0.999065, 0.999061, 0.999057, 0.999053, 0.999049, 0.999045, 0.999041, 0.999037, 0.999034, 0.999030, 0.999026, 0.999023, 0.999019, 0.999015, 0.999012, 0.999009, 0.999005, 0.999002, 0.998998, 0.998995, 0.998992, 0.998988, 0.998985, 0.998982, 0.998979, 0.998976, 0.998973, 0.998970, 0.998967, 0.998964, 0.998961, 0.998958, 0.998955, 0.998952, 0.998949, 0.998946, 0.998943, 0.998941, 0.998938, 0.998935, 0.998932, 0.998930, 0.998927, 0.998924, 0.998922, 0.998919, 0.998917, 0.998914, 0.998911, 0.998909, 0.998907, 0.998904, 0.998902, 0.998899, 0.998897, 0.998894, 0.998892, 0.998890, 0.998887, 0.998885, 0.998883, 0.998881, 0.998878, 0.998876, 0.998874, 0.998872, 0.998870, 0.998868, 0.998865, 0.998863, 0.998861, 0.998859, 0.998857, 0.998855, 0.998853, 0.998851, 0.998849, 0.998847, 0.998845, 0.998843, 0.998841, 0.998839, 0.998837, 0.998836, 0.998834, 0.998832, 0.998830, 0.998828, 0.998826, 0.998825, 0.998823, 0.998821, 0.998819, 0.998817, 0.998816, 0.998814, 0.998812, 0.998811, 0.998809, 0.998807, 0.998806, 0.998804, 0.998802, 0.998801, 0.998799, 0.998797, 0.998796, 0.998794, 0.998793, 0.998791, 0.998790, 0.998788, 0.998787, 0.998785, 0.998784, 0.998782, 0.998781, 0.998779, 0.998778, 0.998776, 0.998775, 0.998773, 0.998772, 0.998770, 0.998769, 0.998768, 0.998766, 0.998765,
1.000000, 0.999896, 0.999877, 0.999858, 0.999840, 0.999822, 0.999805, 0.999788, 0.999772, 0.999756, 0.999740, 0.999725, 0.999709, 0.999695, 0.999680, 0.999666, 0.999652, 0.999639, 0.999625, 0.999612, 0.999600, 0.999587, 0.999575, 0.999563, 0.999551, 0.999539, 0.999528, 0.999517, 0.999506, 0.999495, 0.999485, 0.999474, 0.999464, 0.999454, 0.999445, 0.999435, 0.999425, 0.999416, 0.999407, 0.999398, 0.999389, 0.999380, 0.999372, 0.999363, 0.999355, 0.999347, 0.999339, 0.999331, 0.999323, 0.999316, 0.999308, 0.999301, 0.999293, 0.999286, 0.999279, 0.999272, 0.999265, 0.999258, 0.999252, 0.999245, 0.999239, 0.999232, 0.999226, 0.999220, 0.999214, 0.999208, 0.999202, 0.999196, 0.999190, 0.999184, 0.999178, 0.999173, 0.999167, 0.999162, 0.999157, 0.999151, 0.999146, 0.999141, 0.999136, 0.999131, 0.999126, 0.999121, 0.999116, 0.999111, 0.999106, 0.999102, 0.999097, 0.999093, 0.999088, 0.999084, 0.999079, 0.999075, 0.999071, 0.999066, 0.999062, 0.999058, 0.999054, 0.999050, 0.999046, 0.999042, 0.999038, 0.999034, 0.999030, 0.999026, 0.999023, 0.999019, 0.999015, 0.999012, 0.999008, 0.999004, 0.999001, 0.998997, 0.998994, 0.998991, 0.998987, 0.998984, 0.998981, 0.998977, 0.998974, 0.998971, 0.998968, 0.998965, 0.998961, 0.998958, 0.998955, 0.998952, 0.998949, 0.998946, 0.998943, 0.998940, 0.998938, 0.998935, 0.998932, 0.998929, 0.998926, 0.998924, 0.998921, 0.998918, 0.998915, 0.998913, 0.998910, 0.998908, 0.998905, 0.998902, 0.998900, 0.998897, 0.998895, 0.998892, 0.998890, 0.998888, 0.998885, 0.998883, 0.998880, 0.998878, 0.998876, 0.998873, 0.998871, 0.998869, 0.998867, 0.998864, 0.998862, 0.998860, 0.998858, 0.998856, 0.998854, 0.998851, 0.998849, 0.998847, 0.998845, 0.998843, 0.998841, 0.998839, 0.998837, 0.998835, 0.998833, 0.998831, 0.998829, 0.998827, 0.998825, 0.998824, 0.998822, 0.998820, 0.998818, 0.998816, 0.998814, 0.998813, 0.998811, 0.998809, 0.998807, 0.998805, 0.998804, 0.998802, 0.998800, 0.998799, 0.998797, 0.998795, 0.998793, 0.998792, 0.998790, 0.998789, 0.998787, 0.998785, 0.998784, 0.998782, 0.998781, 0.998779, 0.998777, 0.998776, 0.998774, 0.998773, 0.998771, 0.998770, 0.998768, 0.998767, 0.998765, 0.998764, 0.998762, 0.998761, 0.998760, 0.998758, 0.998757, 0.998755, 0.998754, 0.998753,
1.000000, 0.999894, 0.999875, 0.999856, 0.999838, 0.999820, 0.999802, 0.999785, 0.999768, 0.999752, 0.999736, 0.999720, 0.999705, 0.999690, 0.999676, 0.999661, 0.999647, 0.999634, 0.999620, 0.999607, 0.999594, 0.999581, 0.999569, 0.999557, 0.999545, 0.999533, 0.999522, 0.999510, 0.999499, 0.999488, 0.999478, 0.999467, 0.999457, 0.999447, 0.999437, 0.999427, 0.999418, 0.999408, 0.999399, 0.999390, 0.999381, 0.999372, 0.999364, 0.999355, 0.999347, 0.999339, 0.999330, 0.999322, 0.999315, 0.999307, 0.999299, 0.999292, 0.999284, 0.999277, 0.999270, 0.999263, 0.999256, 0.999249, 0.999242, 0.999236, 0.999229, 0.999223, 0.999216, 0.999210, 0.999204, 0.999198, 0.999192, 0.999186, 0.999180, 0.999174, 0.999169, 0.999163, 0.999157, 0.999152, 0.999146, 0.999141, 0.999136, 0.999131, 0.999126, 0.999120, 0.999115, 0.999110, 0.999106, 0.999101, 0.999096, 0.999091, 0.999087, 0.999082, 0.999078, 0.999073, 0.999069, 0.999064, 0.999060, 0.999056, 0.999051, 0.999047, 0.999043, 0.999039, 0.999035, 0.999031, 0.999027, 0.999023, 0.999019, 0.999015, 0.999012, 0.999008, 0.999004, 0.999001, 0.998997, 0.998993, 0.998990, 0.998986, 0.998983, 0.998979, 0.998976, 0.998973, 0.998969, 0.998966, 0.998963, 0.998959, 0.998956, 0.998953, 0.998950, 0.998947, 0.998944, 0.998941, 0.998938, 0.998935, 0.998932, 0.998929, 0.998926, 0.998923, 0.998920, 0.998917, 0.998915, 0.998912, 0.998909, 0.998906, 0.998904, 0.998901, 0.998898, 0.998896, 0.998893, 0.998891, 0.998888, 0.998886, 0.998883, 0.998881, 0.998878, 0.998876, 0.998873, 0.998871, 0.998869, 0.998866, 0.998864, 0.998862, 0.998859, 0.998857, 0.998855, 0.998852, 0.998850, 0.998848, 0.998846, 0.998844, 0.998842, 0.998839, 0.998837, 0.998835, 0.998833, 0.998831, 0.998829, 0.998827, 0.998825, 0.998823, 0.998821, 0.998819, 0.998817, 0.998815, 0.998813, 0.998811, 0.998810, 0.998808, 0.998806, 0.998804, 0.998802, 0.998800, 0.998798, 0.998797, 0.998795, 0.998793, 0.998791, 0.998790, 0.998788, 0.998786, 0.998785, 0.998783, 0.998781, 0.998779, 0.998778, 0.998776, 0.998775, 0.998773, 0.998771, 0.998770, 0.998768, 0.998767, 0.998765, 0.998764, 0.998762, 0.998760, 0.998759, 0.998757, 0.998756, 0.998754, 0.998753, 0.998751, 0.998750, 0.998749, 0.998747, 0.998746, 0.998744, 0.998743, 0.998742, 0.998740,
1.000000, 0.999893, 0.999873, 0.999854, 0.999835, 0.999817, 0.999799, 0.999782, 0.999765, 0.999748, 0.999732, 0.999716, 0.999701, 0.999686, 0.999671, 0.999656, 0.999642, 0.999628, 0.999615, 0.999601, 0.999588, 0.999575, 0.999563, 0.999551, 0.999538, 0.999527, 0.999515, 0.999504, 0.999492, 0.999481, 0.999471, 0.999460, 0.999450, 0.999440, 0.999430, 0.999420, 0.999410, 0.999401, 0.999391, 0.999382, 0.999373, 0.999364, 0.999355, 0.999347, 0.999338, 0.999330, 0.999322, 0.999314, 0.999306, 0.999298, 0.999290, 0.999283, 0.999275, 0.999268, 0.999261, 0.999254, 0.999247, 0.999240, 0.999233, 0.999226, 0.999220, 0.999213, 0.999207, 0.999200, 0.999194, 0.999188, 0.999182, 0.999176, 0.999170, 0.999164, 0.999158, 0.999153, 0.999147, 0.999142, 0.999136, 0.999131, 0.999125, 0.999120, 0.999115, 0.999110, 0.999105, 0.999100, 0.999095, 0.999090, 0.999085, 0.999081, 0.999076, 0.999071, 0.999067, 0.999062, 0.999058, 0.999053, 0.999049, 0.999045, 0.999040, 0.999036, 0.999032, 0.999028, 0.999024, 0.999020, 0.999016, 0.999012, 0.999008, 0.999004, 0.999000, 0.998997, 0.998993, 0.998989, 0.998986, 0.998982, 0.998978, 0.998975, 0.998971, 0.998968, 0.998964, 0.998961, 0.998958, 0.998954, 0.998951, 0.998948, 0.998945, 0.998941, 0.998938, 0.998935, 0.998932, 0.998929, 0.998926, 0.998923, 0.998920, 0.998917, 0.998914, 0.998911, 0.998908, 0.998906, 0.998903, 0.998900, 0.998897, 0.998895, 0.998892, 0.998889, 0.998886, 0.998884, 0.998881, 0.998879, 0.998876, 0.998874, 0.998871, 0.998869, 0.998866, 0.998864, 0.998861, 0.998859, 0.998856, 0.998854, 0.998852, 0.998849, 0.998847, 0.998845, 0.998843, 0.998840, 0.998838, 0.998836, 0.998834, 0.998831, 0.998829, 0.998827, 0.998825, 0.998823, 0.998821, 0.998819, 0.998817, 0.998815, 0.998813, 0.998811, 0.998809, 0.998807, 0.998805, 0.998803, 0.998801, 0.998799, 0.998797, 0.998795, 0.998793, 0.998792, 0.998790, 0.998788, 0.998786, 0.998784, 0.998782, 0.998781, 0.998779, 0.998777, 0.998775, 0.998774, 0.998772, 0.998770, 0.998769, 0.998767, 0.998765, 0.998764, 0.998762, 0.998760, 0.998759, 0.998757, 0.998756, 0.998754, 0.998752, 0.998751, 0.998749, 0.998748, 0.998746, 0.998745, 0.998743, 0.998742, 0.998740, 0.998739, 0.998737, 0.998736, 0.998734, 0.998733, 0.998732, 0.998730, 0.998729, 0.998727,
1.000000, 0.999891, 0.999871, 0.999852, 0.999833, 0.999814, 0.999796, 0.999779, 0.999761, 0.999745, 0.999728, 0.999712, 0.999696, 0.999681, 0.999666, 0.999651, 0.999637, 0.999623, 0.999609, 0.999596, 0.999582, 0.999569, 0.999557, 0.999544, 0.999532, 0.999520, 0.999508, 0.999497, 0.999485, 0.999474, 0.999463, 0.999453, 0.999442, 0.999432, 0.999422, 0.999412, 0.999402, 0.999392, 0.999383, 0.999374, 0.999365, 0.999356, 0.999347, 0.999338, 0.999330, 0.999321, 0.999313, 0.999305, 0.999297, 0.999289, 0.999281, 0.999274, 0.999266, 0.999259, 0.999251, 0.999244, 0.999237, 0.999230, 0.999223, 0.999217, 0.999210, 0.999203, 0.999197, 0.999190, 0.999184, 0.999178, 0.999172, 0.999166, 0.999160, 0.999154, 0.999148, 0.999142, 0.999137, 0.999131, 0.999126, 0.999120, 0.999115, 0.999110, 0.999104, 0.999099, 0.999094, 0.999089, 0.999084, 0.999079, 0.999074, 0.999070, 0.999065, 0.999060, 0.999056, 0.999051, 0.999047, 0.999042, 0.999038, 0.999033, 0.999029, 0.999025, 0.999021, 0.999017, 0.999013, 0.999008, 0.999004, 0.999001, 0.998997, 0.998993, 0.998989, 0.998985, 0.998981, 0.998978, 0.998974, 0.998970, 0.998967, 0.998963, 0.998960, 0.998956, 0.998953, 0.998949, 0.998946, 0.998943, 0.998939, 0.998936, 0.998933, 0.998930, 0.998926, 0.998923, 0.998920, 0.998917, 0.998914, 0.998911, 0.998908, 0.998905, 0.998902, 0.998899, 0.998896, 0.998894, 0.998891, 0.998888, 0.998885, 0.998882, 0.998880, 0.998877, 0.998874, 0.998872, 0.998869, 0.998866, 0.998864, 0.998861, 0.998859, 0.998856, 0.998854, 0.998851, 0.998849, 0.998847, 0.998844, 0.998842, 0.998839, 0.998837, 0.998835, 0.998832, 0.998830, 0.998828, 0.998826, 0.998823, 0.998821, 0.998819, 0.998817, 0.998815, 0.998813, 0.998810, 0.998808, 0.998806, 0.998804, 0.998802, 0.998800, 0.998798, 0.998796, 0.998794, 0.998792, 0.998790, 0.998788, 0.998786, 0.998784, 0.998783, 0.998781, 0.998779, 0.998777, 0.998775, 0.998773, 0.998772, 0.998770, 0.998768, 0.998766, 0.998764, 0.998763, 0.998761, 0.998759, 0.998758, 0.998756, 0.998754, 0.998753, 0.998751, 0.998749, 0.998748, 0.998746, 0.998744, 0.998743, 0.998741, 0.998740, 0.998738, 0.998737, 0.998735, 0.998733, 0.998732, 0.998730, 0.998729, 0.998727, 0.998726, 0.998725, 0.998723, 0.998722, 0.998720, 0.998719, 0.998717, 0.998716, 0.998715,
1.000000, 0.999889, 0.999869, 0.999849, 0.999830, 0.999811, 0.999793, 0.999775, 0.999758, 0.999741, 0.999724, 0.999708, 0.999692, 0.999676, 0.999661, 0.999646, 0.999632, 0.999617, 0.999603, 0.999590, 0.999576, 0.999563, 0.999550, 0.999538, 0.999525, 0.999513, 0.999501, 0.999490, 0.999478, 0.999467, 0.999456, 0.999445, 0.999435, 0.999424, 0.999414, 0.999404, 0.999394, 0.999384, 0.999375, 0.999365, 0.999356, 0.999347, 0.999338, 0.999329, 0.999321, 0.999312, 0.999304, 0.999296, 0.999288, 0.999280, 0.999272, 0.999264, 0.999257, 0.999249, 0.999242, 0.999235, 0.999227, 0.999220, 0.999213, 0.999207, 0.999200, 0.999193, 0.999187, 0.999180, 0.999174, 0.999168, 0.999162, 0.999155, 0.999149, 0.999143, 0.999138, 0.999132, 0.999126, 0.999121, 0.999115, 0.999110, 0.999104, 0.999099, 0.999094, 0.999088, 0.999083, 0.999078, 0.999073, 0.999068, 0.999063, 0.999059, 0.999054, 0.999049, 0.999045, 0.999040, 0.999035, 0.999031, 0.999027, 0.999022, 0.999018, 0.999014, 0.999009, 0.999005, 0.999001, 0.998997, 0.998993, 0.998989, 0.998985, 0.998981, 0.998977, 0.998973, 0.998970, 0.998966, 0.998962, 0.998959, 0.998955, 0.998951, 0.998948, 0.998944, 0.998941, 0.998937, 0.998934, 0.998931, 0.998927, 0.998924, 0.998921, 0.998918, 0.998914, 0.998911, 0.998908, 0.998905, 0.998902, 0.998899, 0.998896, 0.998893, 0.998890, 0.998887, 0.998884, 0.998881, 0.998878, 0.998876, 0.998873, 0.998870, 0.998867, 0.998865, 0.998862, 0.998859, 0.998857, 0.998854, 0.998851, 0.998849, 0.998846, 0.998844, 0.998841, 0.998839, 0.998836, 0.998834, 0.998832, 0.998829, 0.998827, 0.998824, 0.998822, 0.998820, 0.998818, 0.998815, 0.998813, 0.998811, 0.998809, 0.998806, 0.998804, 0.998802, 0.998800, 0.998798, 0.998796, 0.998794, 0.998792, 0.998789, 0.998787, 0.998785, 0.998783, 0.998781, 0.998779, 0.998777, 0.998776, 0.998774, 0.998772, 0.998770, 0.998768, 0.998766, 0.998764, 0.998762, 0.998760, 0.998759, 0.998757, 0.998755, 0.998753, 0.998752, 0.998750, 0.998748, 0.998746, 0.998745, 0.998743, 0.998741, 0.998740, 0.998738, 0.998736, 0.998735, 0.998733, 0.998731, 0.998730, 0.998728, 0.998727, 0.998725, 0.998723, 0.998722, 0.998720, 0.998719, 0.998717, 0.998716, 0.998714, 0.998713, 0.998711, 0.998710, 0.998708, 0.998707, 0.998706, 0.998704, 0.998703, 0.998701,
1.000000, 0.999887, 0.999867, 0.999847, 0.999827, 0.999808, 0.999790, 0.999772, 0.999754, 0.999737, 0.999720, 0.999703, 0.999687, 0.999671, 0.999656, 0.999641, 0.999626, 0.999612, 0.999598, 0.999584, 0.999570, 0.999557, 0.999544, 0.999531, 0.999519, 0.999506, 0.999494, 0.999483, 0.999471, 0.999460, 0.999448, 0.999438, 0.999427, 0.999416, 0.999406, 0.999396, 0.999386, 0.999376, 0.999366, 0.999357, 0.999347, 0.999338, 0.999329, 0.999320, 0.999312, 0.999303, 0.999295, 0.999286, 0.999278, 0.999270, 0.999262, 0.999255, 0.999247, 0.999239, 0.999232, 0.999225, 0.999217, 0.999210, 0.999203, 0.999197, 0.999190, 0.999183, 0.999176, 0.999170, 0.999164, 0.999157, 0.999151, 0.999145, 0.999139, 0.999133, 0.999127, 0.999121, 0.999115, 0.999110, 0.999104, 0.999099, 0.999093, 0.999088, 0.999083, 0.999077, 0.999072, 0.999067, 0.999062, 0.999057, 0.999052, 0.999047, 0.999043, 0.999038, 0.999033, 0.999028, 0.999024, 0.999019, 0.999015, 0.999011, 0.999006, 0.999002, 0.998998, 0.998993, 0.998989, 0.998985, 0.998981, 0.998977, 0.998973, 0.998969, 0.998965, 0.998961, 0.998958, 0.998954, 0.998950, 0.998947, 0.998943, 0.998939, 0.998936, 0.998932, 0.998929, 0.998925, 0.998922, 0.998919, 0.998915, 0.998912, 0.998909, 0.998905, 0.998902, 0.998899, 0.998896, 0.998893, 0.998890, 0.998887, 0.998884, 0.998881, 0.998878, 0.998875, 0.998872, 0.998869, 0.998866, 0.998863, 0.998860, 0.998858, 0.998855, 0.998852, 0.998849, 0.998847, 0.998844, 0.998841, 0.998839, 0.998836, 0.998834, 0.998831, 0.998829, 0.998826, 0.998824, 0.998821, 0.998819, 0.998816, 0.998814, 0.998812, 0.998809, 0.998807, 0.998805, 0.998802, 0.998800, 0.998798, 0.998796, 0.998793, 0.998791, 0.998789, 0.998787, 0.998785, 0.998783, 0.998781, 0.998779, 0.998776, 0.998774, 0.998772, 0.998770, 0.998768, 0.998766, 0.998764, 0.998762, 0.998761, 0.998759, 0.998757, 0.998755, 0.998753, 0.998751, 0.998749, 0.998747, 0.998746, 0.998744, 0.998742, 0.998740, 0.998738, 0.998737, 0.998735, 0.998733, 0.998731, 0.998730, 0.998728, 0.998726, 0.998725, 0.998723, 0.998721, 0.998720, 0.998718, 0.998717, 0.998715, 0.998713, 0.998712, 0.998710, 0.998709, 0.998707, 0.998706, 0.998704, 0.998703, 0.998701, 0.998700, 0.998698, 0.998697, 0.998695, 0.998694, 0.998692, 0.998691, 0.998689, 0.998688,
1.000000, 0.999886, 0.999865, 0.999845, 0.999825, 0.999805, 0.999787, 0.999768, 0.999750, 0.999733, 0.999716, 0.999699, 0.999683, 0.999667, 0.999651, 0.999636, 0.999621, 0.999606, 0.999592, 0.999578, 0.999564, 0.999550, 0.999537, 0.999524, 0.999512, 0.999499, 0.999487, 0.999475, 0.999463, 0.999452, 0.999441, 0.999430, 0.999419, 0.999408, 0.999398, 0.999387, 0.999377, 0.999367, 0.999358, 0.999348, 0.999339, 0.999329, 0.999320, 0.999311, 0.999303, 0.999294, 0.999285, 0.999277, 0.999269, 0.999261, 0.999253, 0.999245, 0.999237, 0.999230, 0.999222, 0.999215, 0.999207, 0.999200, 0.999193, 0.999186, 0.999179, 0.999173, 0.999166, 0.999159, 0.999153, 0.999147, 0.999140, 0.999134, 0.999128, 0.999122, 0.999116, 0.999110, 0.999104, 0.999099, 0.999093, 0.999088, 0.999082, 0.999077, 0.999071, 0.999066, 0.999061, 0.999056, 0.999051, 0.999046, 0.999041, 0.999036, 0.999031, 0.999026, 0.999021, 0.999017, 0.999012, 0.999008, 0.999003, 0.998999, 0.998994, 0.998990, 0.998986, 0.998982, 0.998977, 0.998973, 0.998969, 0.998965, 0.998961, 0.998957, 0.998953, 0.998949, 0.998946, 0.998942, 0.998938, 0.998934, 0.998931, 0.998927, 0.998923, 0.998920, 0.998916, 0.998913, 0.998909, 0.998906, 0.998903, 0.998899, 0.998896, 0.998893, 0.998890, 0.998886, 0.998883, 0.998880, 0.998877, 0.998874, 0.998871, 0.998868, 0.998865, 0.998862, 0.998859, 0.998856, 0.998853, 0.998850, 0.998848, 0.998845, 0.998842, 0.998839, 0.998837, 0.998834, 0.998831, 0.998829, 0.998826, 0.998823, 0.998821, 0.998818, 0.998816, 0.998813, 0.998811, 0.998808, 0.998806, 0.998803, 0.998801, 0.998799, 0.998796, 0.998794, 0.998792, 0.998789, 0.998787, 0.998785, 0.998783, 0.998780, 0.998778, 0.998776, 0.998774, 0.998772, 0.998770, 0.998767, 0.998765, 0.998763, 0.998761, 0.998759, 0.998757, 0.998755, 0.998753, 0.998751, 0.998749, 0.998747, 0.998745, 0.998743, 0.998742, 0.998740, 0.998738, 0.998736, 0.998734, 0.998732, 0.998730, 0.998729, 0.998727, 0.998725, 0.998723, 0.998722, 0.998720, 0.998718, 0.998716, 0.998715, 0.998713, 0.998711, 0.998710, 0.998708, 0.998706, 0.998705, 0.998703, 0.998701, 0.998700, 0.998698, 0.998697, 0.998695, 0.998694, 0.998692, 0.998691, 0.998689, 0.998688, 0.998686, 0.998685, 0.998683, 0.998682, 0.998680, 0.998679, 0.998677, 0.998676, 0.998674,
1.000000, 0.999884, 0.999863, 0.999842, 0.999822, 0.999802, 0.999783, 0.999765, 0.999746, 0.999729, 0.999711, 0.999694, 0.999678, 0.999661, 0.999646, 0.999630, 0.999615, 0.999600, 0.999586, 0.999571, 0.999557, 0.999544, 0.999531, 0.999517, 0.999505, 0.999492, 0.999480, 0.999468, 0.999456, 0.999444, 0.999433, 0.999422, 0.999411, 0.999400, 0.999389, 0.999379, 0.999369, 0.999359, 0.999349, 0.999339, 0.999330, 0.999320, 0.999311, 0.999302, 0.999293, 0.999284, 0.999276, 0.999267, 0.999259, 0.999251, 0.999243, 0.999235, 0.999227, 0.999219, 0.999212, 0.999204, 0.999197, 0.999190, 0.999183, 0.999176, 0.999169, 0.999162, 0.999155, 0.999149, 0.999142, 0.999136, 0.999129, 0.999123, 0.999117, 0.999111, 0.999105, 0.999099, 0.999093, 0.999087, 0.999082, 0.999076, 0.999071, 0.999065, 0.999060, 0.999055, 0.999049, 0.999044, 0.999039, 0.999034, 0.999029, 0.999024, 0.999019, 0.999014, 0.999010, 0.999005, 0.999000, 0.998996, 0.998991, 0.998987, 0.998982, 0.998978, 0.998974, 0.998969, 0.998965, 0.998961, 0.998957, 0.998953, 0.998949, 0.998945, 0.998941, 0.998937, 0.998933, 0.998929, 0.998926, 0.998922, 0.998918, 0.998915, 0.998911, 0.998907, 0.998904, 0.998900, 0.998897, 0.998893, 0.998890, 0.998887, 0.998883, 0.998880, 0.998877, 0.998874, 0.998870, 0.998867, 0.998864, 0.998861, 0.998858, 0.998855, 0.998852, 0.998849, 0.998846, 0.998843, 0.998840, 0.998837, 0.998835, 0.998832, 0.998829, 0.998826, 0.998824, 0.998821, 0.998818, 0.998815, 0.998813, 0.998810, 0.998808, 0.998805, 0.998803, 0.998800, 0.998798, 0.998795, 0.998793, 0.998790, 0.998788, 0.998785, 0.998783, 0.998781, 0.998778, 0.998776, 0.998774, 0.998771, 0.998769, 0.998767, 0.998765, 0.998763, 0.998760, 0.998758, 0.998756, 0.998754, 0.998752, 0.998750, 0.998748, 0.998746, 0.998744, 0.998742, 0.998740, 0.998738, 0.998736, 0.998734, 0.998732, 0.998730, 0.998728, 0.998726, 0.998724, 0.998722, 0.998720, 0.998719, 0.998717, 0.998715, 0.998713, 0.998711, 0.998710, 0.998708, 0.998706, 0.998704, 0.998703, 0.998701, 0.998699, 0.998698, 0.998696, 0.998694, 0.998693, 0.998691, 0.998689, 0.998688, 0.998686, 0.998685, 0.998683, 0.998681, 0.998680, 0.998678, 0.998677, 0.998675, 0.998674, 0.998672, 0.998671, 0.998669, 0.998668, 0.998666, 0.998665, 0.998663, 0.998662, 0.998661,
1.000000, 0.999882, 0.999860, 0.999839, 0.999819, 0.999799, 0.999780, 0.999761, 0.999742, 0.999724, 0.999707, 0.999690, 0.999673, 0.999656, 0.999640, 0.999625, 0.999609, 0.999594, 0.999579, 0.999565, 0.999551, 0.999537, 0.999524, 0.999510, 0.999497, 0.999485, 0.999472, 0.999460, 0.999448, 0.999436, 0.999425, 0.999413, 0.999402, 0.999391, 0.999381, 0.999370, 0.999360, 0.999350, 0.999340, 0.999330, 0.999320, 0.999311, 0.999302, 0.999293, 0.999284, 0.999275, 0.999266, 0.999258, 0.999249, 0.999241, 0.999233, 0.999225, 0.999217, 0.999209, 0.999201, 0.999194, 0.999187, 0.999179, 0.999172, 0.999165, 0.999158, 0.999151, 0.999144, 0.999138, 0.999131, 0.999125, 0.999118, 0.999112, 0.999106, 0.999100, 0.999094, 0.999088, 0.999082, 0.999076, 0.999070, 0.999065, 0.999059, 0.999054, 0.999048, 0.999043, 0.999037, 0.999032, 0.999027, 0.999022, 0.999017, 0.999012, 0.999007, 0.999002, 0.998998, 0.998993, 0.998988, 0.998984, 0.998979, 0.998975, 0.998970, 0.998966, 0.998961, 0.998957, 0.998953, 0.998949, 0.998944, 0.998940, 0.998936, 0.998932, 0.998928, 0.998924, 0.998921, 0.998917, 0.998913, 0.998909, 0.998905, 0.998902, 0.998898, 0.998895, 0.998891, 0.998888, 0.998884, 0.998881, 0.998877, 0.998874, 0.998870, 0.998867, 0.998864, 0.998861, 0.998857, 0.998854, 0.998851, 0.998848, 0.998845, 0.998842, 0.998839, 0.998836, 0.998833, 0.998830, 0.998827, 0.998824, 0.998821, 0.998819, 0.998816, 0.998813, 0.998810, 0.998807, 0.998805, 0.998802, 0.998799, 0.998797, 0.998794, 0.998792, 0.998789, 0.998787, 0.998784, 0.998782, 0.998779, 0.998777, 0.998774, 0.998772, 0.998770, 0.998767, 0.998765, 0.998763, 0.998760, 0.998758, 0.998756, 0.998753, 0.998751, 0.998749, 0.998747, 0.998745, 0.998743, 0.998740, 0.998738, 0.998736, 0.998734, 0.998732, 0.998730, 0.998728, 0.998726, 0.998724, 0.998722, 0.998720, 0.998718, 0.998716, 0.998714, 0.998712, 0.998710, 0.998709, 0.998707, 0.998705, 0.998703, 0.998701, 0.998699, 0.998698, 0.998696, 0.998694, 0.998692, 0.998690, 0.998689, 0.998687, 0.998685, 0.998684, 0.998682, 0.998680, 0.998679, 0.998677, 0.998675, 0.998674, 0.998672, 0.998671, 0.998669, 0.998667, 0.998666, 0.998664, 0.998663, 0.998661, 0.998660, 0.998658, 0.998657, 0.998655, 0.998654, 0.998652, 0.998651, 0.998649, 0.998648, 0.998647,
